borough,address,latitude,longitude
QN,BELL BOULEVARD,40.7470501,-73.7616217
QN,77 AVENUE,40.7246859,-73.8039021
QN,46 AVENUE,40.7537399,-73.8075667
QN,164-33 76 ROAD,40.7254565,-73.8035066
QN,167 STREET,40.730285,-73.8021826
QN,60-06 170 STREET,40.7388191,-73.799339
QN,205 STREET,40.7494696,-73.7732164
QN,206 STREET,40.7454053,-73.770787
QN,58-40 210 STREET,40.7468233,-73.767498
QN,192 STREET,40.7550218,-73.7888445
QN,HOLLIS COURT BLVD,40.7497964,-73.7861758
BX,960 NEILL AVENUE,40.8512182,-73.860413
QN,167 STREET,40.7377726,-73.8021207
QN,192 STREET,40.7547473,-73.7888165
QN,109 AVENUE,40.6761995,-73.8515428
QN,31 AVENUE,40.7779592,-73.7540153
QN,33 AVENUE,40.7762986,-73.7501942
QN,35 AVENUE,40.7758011,-73.7473148
QN,247-29 39TH AVENUE,40.7735118,-73.7435433
QN,247-25 39TH AVENUE,40.7734655,-73.7437024
QN,WEST DRIVE,40.780046,-73.7518158
QN,234 STREET,40.7704726,-73.7519381
QN,32 AVENUE,40.777768,-73.7480728
QN,152-26 136 AVENUE,40.6683985,-73.7823742
QN,VAN NOSTRAND PLACE,40.7718757,-73.7534637
QN,FOREST ROAD,40.773265,-73.7461005
QN,31 AVENUE,40.7784355,-73.748323
BX,4056 WILDER AVENUE,40.8922953,-73.8412512
QN,35 AVENUE,40.7759284,-73.7465453
QN,MARINETTE STREET,40.780423,-73.7484527
QN,MARINETTE STREET,40.7799065,-73.7482453
QN,30-01 MARINETTE STREET,40.7789856,-73.7476205
QN,DOUGLAS ROAD,40.7774335,-73.7457777
QN,PARK LANE,40.7740092,-73.7513148
QN,OCEANIA STREET,40.7551806,-73.7727567
QN,37 AVENUE,40.7747157,-73.746799
QN,33 AVENUE,40.7774207,-73.7461749
QN,233-30 41 AVENUE,40.7671671,-73.751593
QN,38 DRIVE,40.7710934,-73.7509285
QN,36 AVENUE,40.7750488,-73.7472454
QN,38 AVENUE,40.772949,-73.7484304
QN,36 AVENUE,40.774505,-73.748327
QN,37 AVENUE,40.7742168,-73.748339
QN,39 AVENUE,40.7706001,-73.7474573
BX,4015 MURDOCK AVENUE,40.8911853,-73.8404582
QN,218 STREET,40.7681789,-73.7654956
BX,2030 BOSTON ROAD,40.8412123,-73.8785262
QN,37-08 222 STREET,40.7686703,-73.7628693
BX,956 EAST 179 STREET,40.842247,-73.8811554
BX,963 EAST 179 STREET,40.8428316,-73.8810676
BX,4077 HILL AVENUE,40.8930322,-73.8401933
MN,521 EAST 118 STREET,40.7960775,-73.9309451
MN,EAST 118 STREET,40.7962754,-73.9314108
BX,4028 MURDOCK AVENUE,40.8917035,-73.8400555
BX,3950 BAYCHESTER AVENUE,40.8900872,-73.8422547
QN,47 ROAD,40.7538605,-73.7756126
QN,206-15 45TH DRIVE,40.7572835,-73.7757851
QN,206-17 45TH DRIVE,40.7573053,-73.7757056
QN,68-15 MAIN STREET,40.7329481,-73.8246108
BX,4045 MURDOCK AVENUE,40.8919762,-73.8407637
BX,3948 BAYCHESTER AVENUE,40.8899828,-73.8422116
QN,211-02 NORTHERN BOULEVARD,40.7595037,-73.7714244
BX,2085 STRANG AVENUE,40.8910769,-73.8394783
BX,4021 HILL AVENUE,40.8916454,-73.839665
BX,4086 SETON AVENUE,40.8936658,-73.8379457
BX,4087 AMUNDSON AVENUE,40.8937422,-73.8375983
BX,2127 STRANG AVENUE,40.8913716,-73.8381791
BX,4039 WICKHAM AVENUE,40.8912231,-73.8480824
QN,45 ROAD,40.7589722,-73.7705527
BX,4053 GRACE AVENUE,40.8910792,-73.8451675
BX,4048 GRACE AVENUE,40.8910922,-73.8445924
BX,4025 GUNTHER AVENUE,40.8912903,-73.8490841
BX,3944 BAYCHESTER AVENUE,40.8898565,-73.8421649
BX,4055 AMUNDSON AVENUE,40.8929046,-73.8372784
BX,1804 EDENWALD AVENUE,40.8917824,-73.8476362
BX,4065 BRUNER AVENUE,40.8916777,-73.8473109
QN,45 ROAD,40.7547578,-73.7900581
BX,1959 STRANG AVENUE,40.8902996,-73.8430355
BX,4055 MURDOCK AVENUE,40.8922728,-73.8408751
BX,3946 BAYCHESTER AVENUE,40.8899169,-73.84219
QN,46-13 206 STREET,40.7558613,-73.7755517
BX,EAST 233 STREET,40.8890373,-73.8372734
BX,4042 SETON AVENUE,40.8925674,-73.8375541
MN,236 EAST 9 STREET,40.7293125,-73.9879816
MN,123 2 AVENUE,40.7283354,-73.9882632
QN,32-49 37 STREET,40.7583834,-73.9213501
MN,112 2ND AVENUE,40.7276711,-73.9879855
QN,190 STREET,40.7518917,-73.7897603
MN,2316 1 AVENUE,40.7977343,-73.9338075
MN,427 EAST 115 STREET,40.7950093,-73.9347673
QN,192 STREET,40.754842,-73.7895814
MN,523 EAST 118 STREET,40.7960528,-73.9308801
MN,516 EAST 119 STREET,40.7964124,-73.9309737
MN,442 EAST 117 STREET,40.7958485,-73.9335349
MN,408 EAST 116 STREET,40.7953993,-73.935157
QN,222 STREET,40.7657106,-73.7611073
QN,222 STREET,40.7658973,-73.7611571
QN,38 AVENUE,40.7676906,-73.7642627
QN,217 STREET,40.7682909,-73.7665819
QN,38 AVENUE,40.7680652,-73.7649039
QN,35-53 223 STREET,40.7696451,-73.7617466
QN,115-09 MERRICK BOULEVARD,40.6897132,-73.7773826
QN,FRANCIS LEWIS BLVD,40.7613518,-73.784702
QN,37 STREET,40.7593741,-73.9212226
BK,1362 52 STREET,40.6322412,-73.9925026
BK,1314 53 STREET,40.6323484,-73.9941851
BK,5423 15 AVENUE,40.6289776,-73.9908313
QN,32-82 37 STREET,40.7578544,-73.9224589
BK,14 AVENUE,40.6319064,-73.9921856
BK,1457 53 STREET,40.6307672,-73.990651
BK,1453 55 STREET,40.6297133,-73.9919229
BK,1445 55 STREET,40.6297984,-73.9920633
BK,1434 52 STREET,40.6313216,-73.9909751
BK,1530 53 STREET,40.6295209,-73.9894443
QN,45 AVENUE,40.7403221,-73.8930761
QN,84-18 GRAND AVENUE,40.7338896,-73.8830482
QN,32 AVENUE,40.7775594,-73.7493373
MN,11 ESSEX STREET,40.7150839,-73.9903109
QN,215 PLACE,40.7623738,-73.7668986
QN,109-02 139 STREET,40.6872547,-73.8066733
QN,45-41 215TH STREET,40.7592915,-73.7668913
QN,127 STREET,40.7740743,-73.8427967
BX,4057 WILDER AVENUE,40.8921725,-73.8417868
BX,4084 GRACE AVENUE,40.8920506,-73.8449591
MN,89 1 AVENUE,40.7262025,-73.9867339
QN,63-34 38 DRIVE,40.7718585,-73.7455715
QN,38 DRIVE,40.7718693,-73.7454812
QN,26 AVENUE,40.7740714,-73.8426884
QN,41-10 70 STREET,40.7441421,-73.8953111
QN,41-33 67 STREET,40.7435593,-73.8973366
MN,39 LUDLOW STREET,40.7162779,-73.9905704
QN,87 DRIVE,40.7278414,-73.7120194
QN,87 DRIVE,40.7277885,-73.7117238
QN,114-16 176TH STREET,40.6933542,-73.7739086
QN,68 STREET,40.7482722,-73.8974881
BX,3551 WEBSTER AVENUE,40.8803109,-73.8712223
BX,DECATUR AVENUE,40.880325,-73.8716056
QN,179 PLACE,40.6984546,-73.7728274
QN,67-01 ROOSEVELT AVENUE,40.7464364,-73.8980034
QN,67-11 ROOSEVELT AVENUE,40.7464608,-73.8976425
QN,ASTORIA BOULEVARD,40.7699133,-73.9127441
QN,171-15 111 AVENUE,40.6948887,-73.7810941
QN,8623A 111 STREET,40.6981826,-73.8374904
BX,861 EAST 224 STREET,40.8857354,-73.8557981
QN,110-48 172 STREET,40.6951875,-73.7808623
QN,103-09 91 STREET,40.6810312,-73.8480276
QN,72-11 ROOSEVELT AVENUE,40.7469837,-73.8931954
QN,89-12A ROCKAWAY BOULEVARD,40.6819317,-73.8503439
QN,82 STREET,40.7054497,-73.8665972
QN,43 AVENUE,40.7422476,-73.8887786
BX,1400 STORY AVENUE,40.8197217,-73.8816689
MN,109 WEST HOUSTON STREET,40.7273643,-74.0012736
QN,COOPER AVENUE,40.7081679,-73.8721644
QN,89-19 LIBERTY AVENUE,40.6802148,-73.849212
QN,89-40 METROPOLITAN AVENUE,40.7116927,-73.8608025
QN,PLEASANTVIEW STREET,40.7155152,-73.8821173
QN,JUNIPER VALLEY ROAD,40.7146859,-73.881722
QN,75 STREET,40.7162956,-73.8802906
QN,89-30 METROPOLITAN AVENUE,40.7119494,-73.861996
QN,MURRAY STREET,40.7834252,-73.8114314
QN,18 AVENUE,40.7821414,-73.8052495
QN,157 STREET,40.7819554,-73.8056581
QN,15-56 CLINTONVILLE STREET,40.7852973,-73.8098625
QN,150 PLACE,40.7849717,-73.8104773
QN,15-49 153 PLACE,40.785636,-73.808872
QN,15-45 153 PLACE,40.7857348,-73.8088898
QN,78 AVENUE,40.7065582,-73.8593381
QN,15-64 CLINTONVILLE STREET,40.7851245,-73.8099243
QN,16-38 CLINTONVILLE STREET,40.7840557,-73.8092738
QN,CLINTONVILLE STREET,40.78394,-73.8090286
QN,17 AVENUE,40.7839076,-73.8093537
QN,15-65 CLINTONVILLE STREET,40.7855182,-73.8090024
QN,15-65 CLINTONVILLE STREET,40.7855844,-73.8092008
BX,4421 HILL AVENUE,40.9006061,-73.843163
QN,MURRAY STREET,40.7867566,-73.8126714
QN,106-63 95 STREET,40.6786888,-73.8431153
QN,78 AVENUE,40.7067881,-73.8587785
QN,WILLIAMSON AVENUE,40.6848251,-73.7533204
QN,FRANCIS LEWIS BLVD,40.7822943,-73.8031908
MN,1484 1ST AVENUE,40.7711528,-73.9531635
BX,2768 WEBSTER AVENUE,40.8657322,-73.8852965
BX,2704 DEWITT PLACE,40.8666713,-73.8477227
BX,587 EAST 191 STREET,40.8593198,-73.8845593
BX,401 EAST FORDHAM ROAD,40.8613592,-73.8902388
BX,749 EAST 183 STREET,40.8517053,-73.8838676
QN,63 STREET,40.7420214,-73.9026726
QN,83 AVENUE,40.7031282,-73.8556557
QN,40-31 61 STREET,40.7438114,-73.9032294
QN,40-25 61 STREET,40.7439816,-73.9031822
QN,WOODHAVEN BOULEVARD,40.7019043,-73.8558784
QN,83 AVENUE,40.7031898,-73.856651
QN,INTERBOROUGH PARKWAY,40.7036401,-73.8546087
QN,INTERBOROUGH PARKWAY,40.7036537,-73.8545221
QN,88 LANE,40.70133,-73.8575999
QN,UNION TURNPIKE,40.7060189,-73.8560174
QN,88 LANE,40.7012587,-73.8576145
BX,69 EAST 235 STREET,40.8970703,-73.8739931
MN,28 BRADHURST AVENUE,40.8222169,-73.9435746
MN,2737 8 AVENUE,40.823539,-73.9418392
QN,94-51 44 AVENUE,40.7447904,-73.8690122
MN,WEST 134 STREET,40.8125343,-73.9396812
MN,480 LENOX AVENUE,40.813405,-73.9408762
QN,136-25 41 AVENUE,40.7589717,-73.8286356
QN,45-20 83RD STREET,40.7407455,-73.8825706
QN,88 ROAD,40.7282268,-73.7146841
QN,70-01 QUEENS BOULEVARD,40.7401993,-73.8938847
QN,83-12 BROADWAY,40.7406577,-73.8798607
QN,247-54 87 DRIVE,40.7288822,-73.7178022
QN,247-44 87 DRIVE,40.7289462,-73.7181591
QN,247-46 87 DRIVE,40.7289296,-73.7180726
MN,215A EAST 80 STREET,40.7751063,-73.9560744
QN,90 AVENUE,40.726226,-73.7192133
QN,155-15 BAYVIEW AVENUE,40.6383663,-73.7443078
QN,19 MEYER AVENUE,40.6358473,-73.7409774
QN,18 MEYER AVENUE,40.6360782,-73.7411098
QN,20 ROAD,40.7798156,-73.8014975
QN,87 DRIVE,40.7289908,-73.7184223
QN,BAYVIEW AVENUE,40.637,-73.7458407
QN,155-33 BROAD STREET,40.6377199,-73.746173
QN,ROCKAWAY BOULEVARD,40.6384688,-73.7434895
QN,17 MEYER AVENUE,40.6358588,-73.741208
QN,251-04 87 DRIVE,40.7283174,-73.7146873
QN,253-29 87 DRIVE,40.7278692,-73.7121564
QN,87 DRIVE,40.7277746,-73.7116445
QN,24-54 87 DRIVE,40.7277439,-73.7114714
QN,144-75 BARCLAY AVENUE,40.7606444,-73.818607
BK,6 AVENUE,40.6322454,-74.0191164
QN,87 DRIVE,40.7289769,-73.7183322
QN,140-52 159 STREET,40.6682746,-73.7764376
QN,22-37 COLLEGE POINT BLVD,40.7790326,-73.8458036
QN,158 STREET,40.674138,-73.7809964
QN,87 DRIVE,40.7283702,-73.7149721
QN,250-24 87 DRIVE,40.7283424,-73.7148279
QN,247-36 87 DRIVE,40.7290075,-73.7185089
QN,CLINTONVILLE STREET,40.7777646,-73.8026735
MN,126 REAR UNIVERSITY PLACE,40.7350302,-73.9925199
QN,23 AVENUE,40.7767302,-73.7919385
QN,25 AVENUE,40.7737797,-73.7950528
QN,137 AVENUE,40.6710508,-73.775646
QN,28-34 29 AVENUE,40.7722244,-73.8490218
QN,118-09A 29 AVENUE,40.7722991,-73.8494765
QN,118-09 29 AVENUE,40.7721812,-73.849567
QN,158 STREET,40.6740913,-73.7809605
QN,CROSS ISLAND PARKWAY,40.7854382,-73.7975194
QN,22-33 COLLEGE POINT BLVD,40.7791671,-73.8457997
QN,152-28 136 AVENUE,40.668445,-73.7822839
QN,152-22 136 AVENUE,40.6683493,-73.7824645
QN,21 ROAD,40.7781792,-73.8027408
QN,27-24 COLLEGE POINT BLVD,40.7732582,-73.8462394
QN,25-30 124 STREET,40.7757868,-73.8447207
QN,124 STREET,40.7777327,-73.8446042
QN,120-05 GRAHAM COURT,40.775426,-73.8478916
QN,120-05G GRAHAM COURT,40.7754231,-73.8477472
QN,23-47 122 STREET,40.7772157,-73.8459053
QN,41-98 VERNON BOULEVARD,40.7545182,-73.949786
QN,42-02 VERNON BOULEVARD,40.7544526,-73.9504502
QN,44-02 VERNON BOULEVARD,40.7512398,-73.9534302
QN,44-02 VERNON BOULEVARD,40.7505646,-73.9535461
MN,287 CONVENT AVENUE,40.8223094,-73.947585
QN,83 STREET,40.6753152,-73.8533149
BX,723 EAST 141 STREET,40.8069936,-73.9112904
BX,370 POWERS AVENUE,40.8085499,-73.9113389
BX,BEEKMAN AVENUE,40.8092133,-73.9138992
QN,70 AVENUE,40.7241616,-73.8412693
MN,ST NICHOLAS AVENUE,40.8224624,-73.9462047
QN,87 STREET,40.6746736,-73.8496283
QN,31-08 43 STREET,40.7600917,-73.915226
QN,53-59 63RD STREET,40.7298998,-73.90181
QN,85 STREET,40.675195,-73.8516316
QN,ALBERT ROAD,40.6721817,-73.8478207
QN,41-14 31 AVENUE,40.7604985,-73.9159475
QN,31-06 43 STREET,40.7601329,-73.9151719
QN,149 STREET,40.7648922,-73.8179493
QN,41 STREET,40.7572811,-73.9189475
BK,7901 7 AVENUE,40.6233496,-74.0189049
QN,40-24 149 STREET,40.7623075,-73.8167362
BK,63 STREET,40.6268205,-73.9993191
QN,147-09 41 AVENUE,40.7618864,-73.8177662
QN,NORTHERN BOULEVARD,40.7537024,-73.9196629
BK,EAST 66 STREET,40.6203439,-73.9144093
QN,32-08 COLLEGE POINT BLVD,40.7665106,-73.8394247
QN,51-09 2 STREET,40.7426122,-73.9584957
MN,512 WEST 23 STREET,40.7475711,-74.0049877
QN,130 STREET,40.7784002,-73.838988
QN,COLLEGE POINT BLVD,40.7680775,-73.8411646
QN,31 ROAD,40.7685475,-73.8456726
MN,842 SEVENTH AVENUE,40.7638845,-73.9816328
QN,23 AVENUE,40.7791245,-73.8368343
QN,104-25 90 AVENUE,40.6934067,-73.8414327
MN,310 WEST 121 STREET,40.8077898,-73.9540625
MN,525 WEST 173 STREET,40.8435391,-73.9354606
MN,WEST 123 STREET,40.8091807,-73.9524793
MN,4023 BROADWAY,40.8421882,-73.9396688
BX,NELSON AVENUE,40.8482423,-73.9165053
MN,WEST 126 STREET,40.8110304,-73.9516905
BX,502 EAST 183 STREET,40.8546094,-73.8925635
BX,2307 BATHGATE AVENUE,40.8551136,-73.8916625
BX,4312 VAN CORTLANDT PARK E,40.8984377,-73.8745259
BX,452 EAST 183 STREET,40.8554096,-73.8941238
BX,EAST 183 STREET,40.8553766,-73.8940443
BX,1827 WATERLOO PLACE,40.8404888,-73.8877615
BX,VAN CORTLANDT PARK E,40.9006695,-73.8699529
BX,4545 3 AVENUE,40.8546545,-73.8908391
MN,WEST 118 STREET,40.8028518,-73.9470044
QN,150 AVENUE,40.6651587,-73.8130021
QN,126 AVENUE,40.6811628,-73.7715631
BX,457 EAST 185 STREET,40.8569097,-73.8927875
MN,66 WEST 119 STREET,40.8033405,-73.9474085
BX,455 EAST 185 STREET,40.8569317,-73.8928381
MN,43 BROAD STREET,40.7055402,-74.0109717
BX,621 EAST 141 STREET,40.8079451,-73.9138033
BX,3831 PUTNAM AVENUE WEST,40.8852924,-73.8986294
QN,125 AVENUE,40.681662,-73.7700146
MN,78 PEARL STREET,40.7037562,-74.0102609
MN,EAST 79 STREET,40.7765499,-73.9634138
BX,3820 IRWIN AVENUE,40.8867998,-73.9024643
BX,4572 MANHATTAN COLLEGE PY,40.8892102,-73.8999761
BX,310 WEST 240 STREET,40.8868817,-73.9020302
BX,3815 TIBBETT AVENUE,40.886687,-73.902157
MN,971 5 AVENUE,40.7764814,-73.9637171
MN,180 EAST 117 STREET,40.7987204,-73.9402319
QN,VIRGINIA STREET,40.6063329,-73.7423957
MN,183 EAST 117 STREET,40.7990167,-73.9399427
MN,314 EAST 118 STREET,40.7973452,-73.9349492
MN,312 EAST 118 STREET,40.7973671,-73.9349997
QN,25-02 9TH STREET,40.7762026,-73.9304602
QN,26 AVENUE,40.7776618,-73.9334411
MN,207 EAST 116 STREET,40.7979486,-73.9392827
MN,2269 2 AVENUE,40.7974648,-73.937824
MN,238 EAST 118 STREET,40.7983621,-73.9375451
MN,205 EAST 116 STREET,40.7979843,-73.9393694
BK,OCEAN AVENUE,40.6559829,-73.9615229
MN,EAST 118 STREET,40.7979327,-73.9353423
MN,228 EAST 118 STREET,40.798527,-73.937935
MN,247 EAST 117 STREET,40.7980136,-73.9375851
QN,3-15 26 AVENUE,40.7772688,-73.9325172
QN,49 STREET,40.7663044,-73.902962
QN,119-05 LINDEN BOULEVARD,40.6790862,-73.8202278
QN,119-03 LINDEN BOULEVARD,40.6790371,-73.8203973
BX,1817 TRAFALGAR PLACE,40.8399999,-73.887437
MN,538 WEST 147 STREET,40.827168,-73.9487772
BX,1828 WATERLOO PLACE,40.8403402,-73.8873931
QN,59-96 57 STREET,40.7182401,-73.9120614
BX,770 EAST 175 STREET,40.841247,-73.8913454
BX,852 EAST 176 STREET,40.8409915,-73.8882196
BX,805 CROTONA PARK NORTH,40.8403845,-73.8905734
BX,768 EAST 175 STREET,40.8412883,-73.8914176
QN,56-20 GRAND AVENUE,40.7190036,-73.9126232
BX,861 TINTON AVENUE,40.820835,-73.9041796
BX,765 WESTCHESTER AVENUE,40.8185105,-73.9045587
QN,59-07 59 STREET,40.7188627,-73.9079697
BX,775 WESTCHESTER AVENUE,40.8186557,-73.904208
MN,210 WEST 145 STREET,40.8217018,-73.9399981
MN,WEST 145 STREET,40.8220124,-73.9407241
MN,126 WEST 143 STREET,40.8195466,-73.9387283
MN,502 MANHATTAN AVENUE,40.8079107,-73.9543694
QN,FLUSHING AVENUE,40.7190375,-73.9069233
BX,3488 PARK AVENUE,40.8309278,-73.9080966
BX,3492 PARK AVENUE,40.8310101,-73.9080495
BX,1217 WASHINGTON AVENUE,40.831314,-73.9071963
BX,1207 WASHINGTON AVENUE,40.8311331,-73.9073953
BX,412 EAST 168 STREET,40.8318947,-73.9091035
BX,1169 WASHINGTON AVENUE,40.8303045,-73.9078373
QN,42-50 24 STREET,40.7497667,-73.9430621
QN,56 STREET,40.7150517,-73.9097714
QN,21-47 44 DRIVE,40.7480167,-73.9454708
QN,56 STREET,40.7144745,-73.9087658
MN,335 WEST 39 STREET,40.7562361,-73.9927485
BX,1720 WEBSTER AVENUE,40.8436452,-73.9027914
BX,EAST 174 STREET,40.8431575,-73.9006489
BX,3101 VILLA AVENUE,40.8745837,-73.8879317
BX,3099 VILLA AVENUE,40.874559,-73.8880077
BX,3097 VILLA AVENUE,40.8745262,-73.8880873
BX,3095 VILLA AVENUE,40.8744906,-73.8881597
BX,3093 VILLA AVENUE,40.8744467,-73.8882357
MN,308 WEST 40 STREET,40.7560741,-73.9916188
QN,97-51 BRISTOL AVENUE,40.6710869,-73.8361
QN,HAWTREE STREET,40.670268,-73.8353883
BX,217 BEDFORD PARK BLVD,40.8718435,-73.8869529
BX,213 EAST 202 STREET,40.8733689,-73.8862343
BX,3059 VALENTINE AVENUE,40.8740978,-73.885029
QN,44-79 23 STREET,40.7469707,-73.9449737
QN,24-11 JACKSON AVENUE,40.7464327,-73.9450318
QN,,40.6720432,-73.8407913
QN,JACKSON AVENUE,40.7445431,-73.9482958
MN,608 WEST 48 STREET,40.7647203,-73.9963539
QN,138-39 CENTREVILLE STREET,40.6717669,-73.8375476
QN,ARTHUR STREET,40.6691536,-73.8354163
QN,TRAFFIC AVENUE,40.7100144,-73.8960428
BX,PLYMOUTH AVENUE,40.8443984,-73.8321636
BX,HAVILAND AVENUE,40.829678,-73.8584165
QN,69 AVENUE,40.7260491,-73.8426502
QN,ALBERT ROAD,40.6702445,-73.8421655
BX,HOLLERS AVENUE,40.8840304,-73.8292788
QN,150-24 CENTREVILLE STREET,40.6692523,-73.8391903
QN,97-49 BRISTOL AVENUE,40.6711063,-73.8361829
QN,82 AVENUE,40.714235,-73.8215109
QN,RALEIGH STREET,40.6684096,-73.8371808
QN,95-35 150 ROAD,40.6690987,-73.8392447
QN,126 AVENUE,40.6815656,-73.7671162
BK,1054 38 STREET,40.6440382,-73.9908797
QN,87-31 87 ROAD,40.709199,-73.8001532
QN,69 STREET,40.7256995,-73.8947123
BK,966 39TH STREET,40.6447356,-73.9936002
QN,267 STREET,40.737701,-73.7014003
MN,WEST 72 STREET,40.779717,-73.9881458
BK,BENSON AVENUE,40.609816,-74.010938
BK,1349 74 STREET,40.6202933,-74.005324
QN,97-27 124 STREET,40.6916926,-73.821766
BK,WARREN STREET,40.6866868,-73.9943029
QN,39 PLACE,40.7428094,-73.925118
QN,COMMONWEALTH BLVD,40.7338286,-73.721321
QN,BEACH 128 STREET,40.5747143,-73.8459405
BK,1914 WEST 7 STREET,40.6006169,-73.9795206
BK,BUTLER STREET,40.683541,-73.9901135
BX,GRISWOLD AVENUE,40.844431,-73.8227736
QN,BOOTH STREET,40.7267077,-73.8572643
BX,GRAND CONCOURSE,40.8465154,-73.9086534
QN,44 STREET,40.7386651,-73.9213554
BX,1858 MAYFLOWER AVENUE,40.8490613,-73.8337747
BK,7614 4 AVENUE,40.6298369,-74.0258743
BK,147 DWIGHT STREET,40.6744942,-74.0105412
BK,315 90 STREET,40.6209094,-74.0314938
BK,113 WOLCOTT STREET,40.6775104,-74.0136242
BK,VAN BRUNT STREET,40.676492,-74.0142909
QN,99 AVENUE,40.7114838,-73.7592023
QN,58-15 38 AVENUE,40.7483028,-73.9044463
BK,246 DEAN STREET,40.6847206,-73.9838973
BX,EDISON AVENUE,40.847841,-73.8326464
BK,RIDGE BOULEVARD,40.6302444,-74.0315739
BK,74 80 STREET,40.6293673,-74.0367829
BK,VAN DYKE STREET,40.6759977,-74.0156283
BK,76 STREET,40.6319653,-74.0320647
BK,74 COFFEY STREET,40.6754958,-74.0126864
QN,69 LANE,40.7256761,-73.8931537
BK,VAN BRUNT STREET,40.6759924,-74.0148244
BK,VAN BRUNT STREET,40.6759402,-74.0148857
BK,90 DIKEMAN STREET,40.6765086,-74.0127047
BK,46 DIKEMAN STREET,40.6755426,-74.0112877
BK,72 COFFEY STREET,40.6754574,-74.0126288
BK,23 WOLCOTT STREET,40.6755838,-74.0107902
BK,81 COFFEY STREET,40.6753777,-74.0133101
BK,399 VAN BRUNT STREET,40.6757564,-74.0143989
BK,KING STREET,40.6776397,-74.01021
BK,211 RICHARDS STREET,40.6748151,-74.0128125
BK,393 VAN BRUNT STREET,40.6758744,-74.014262
BK,44 VAN DYKE STREET,40.6741098,-74.0119976
BK,143 DWIGHT STREET,40.6745463,-74.01048
BK,VAN DYKE STREET,40.6745242,-74.0126069
BK,173 DWIGHT STREET,40.6737338,-74.0113739
BK,63 FERRIS STREET,40.6784598,-74.0152395
BK,242 COFFEY STREET,40.6793981,-74.0186324
BK,300 COFFEY STREET,40.6790933,-74.0190758
BK,160 WOLCOTT STREET,40.6788442,-74.0147313
BK,401 VAN BRUNT STREET,40.6757152,-74.0144494
BK,403 VAN BRUNT STREET,40.6756713,-74.0144999
BK,63 DIKEMAN STREET,40.6757099,-74.0123296
BK,178 RICHARDS STREET,40.6762809,-74.0117132
BK,105 KING STREET,40.6776012,-74.0109455
BK,73 DIKEMAN STREET,40.6758773,-74.012636
BK,DECATUR STREET,40.6803727,-73.9412285
BK,BAY RIDGE AVENUE,40.6318148,-74.0170339
BK,824 51ST STREET,40.639957,-74.003769
BK,94 KING STREET,40.6776836,-74.0102749
BK,KING STREET,40.6775931,-74.0101415
BK,DIKEMAN STREET,40.677727,-74.0153584
BK,CONOVER STREET,40.6776694,-74.0151204
BK,119 WOLCOTT STREET,40.6776339,-74.0138081
BK,130 DIKEMAN STREET,40.6773895,-74.0140027
BK,123 WOLCOTT STREET,40.6777409,-74.0139631
BK,COFFEY STREET,40.6756686,-74.0140023
BK,WOLCOTT STREET,40.6755454,-74.0107361
BK,COFFEY STREET,40.6756878,-74.0137644
BK,8 VAN BRUNT STREET,40.6760445,-74.0147667
BK,410 VAN BRUNT STREET,40.6762065,-74.0145649
BK,VAN BRUNT STREET,40.6757948,-74.0143557
BK,COFFEY STREET,40.6758113,-74.0139483
BK,REED STREET,40.6752236,-74.0164429
BK,REED STREET,40.6754431,-74.0167638
BK,SULLIVAN STREET,40.6781802,-74.0124815
BK,VAN BRUNT STREET,40.6785316,-74.0121318
BK,332 VAN BRUNT STREET,40.6786991,-74.0116343
BK,334 VAN BRUNT STREET,40.6786497,-74.011692
BK,336 VAN BRUNT STREET,40.6785975,-74.0117569
BK,142 KING STREET,40.678732,-74.0118218
BK,270 51 STREET,40.647323,-74.015964
BK,295 VAN BRUNT STREET,40.6786415,-74.0110538
BK,PIONEER STREET,40.6784274,-74.010751
BK,297 VAN BRUNT STREET,40.6786058,-74.0110971
BK,RICHARDS STREET,40.6752433,-74.0123187
BK,211 54 STREET,40.6468011,-74.0187134
BK,166 COFFEY STREET,40.677565,-74.0156648
BK,153 VAN DYKE STREET,40.6759621,-74.0155779
BK,348 COURT STREET,40.6823748,-73.996225
BK,157 VAN DYKE STREET,40.6760526,-74.0157113
BK,100 FERRIS STREET,40.6792612,-74.0164728
BK,SEDGWICK PLACE,40.6398328,-74.0285806
QN,87 ROAD,40.7290268,-73.7086372
QN,CHURCH ROAD,40.6027015,-73.8185644
BK,73 STREET,40.6346301,-74.0334783
BK,135 96 STREET,40.616497,-74.0368551
BK,NARROWS AVENUE,40.635011,-74.0355718
BK,358 43 STREET,40.6506394,-74.009377
BK,4 AVENUE,40.6424976,-74.0162078
QN,69 PLACE,40.7256717,-73.8942902
BK,BALTIC STREET,40.6841833,-73.9907733
BK,320 37 STREET,40.6545317,-74.0067539
BK,WARREN STREET,40.6833374,-73.9852857
QN,54 STREET,40.7430296,-73.9106213
BK,226 NEVINS STREET,40.6814683,-73.986357
BK,242 NEVINS STREET,40.6809002,-73.9867393
BK,61 STREET,40.6411629,-74.0208089
BK,351 40 STREET,40.6527366,-74.0073952
BK,40 STREET,40.6527722,-74.0074493
BK,3 AVENUE,40.6409021,-74.0209385
BK,367 36 STREET,40.6547157,-74.0047068
BK,1039 42 STREET,40.6425096,-73.9934779
BK,931 44 STREET,40.6427869,-73.9969588
BK,62 STREET,40.640408,-74.0211221
